CustomerID,Age,Gender,AnnualIncome,SpendingScore,Region,PreferredChannel,TenureYears,WebsiteVisits,PurchasesLastYear
CUST01097,15,Male,49903,18,South,SMS,3,9,6
CUST01098,44,Male,42481,93,West,Phone Call,7,9,5
CUST01099,38,Female,53028,75,North,SMS,1,8,9
CUST01100,44,Female,65600,48,West,Phone Call,3,15,3
CUST01101,6,Male,55911,72,West,Social Media,7,9,7
CUST01102,55,Male,48180,91,East,Social Media,6,8,5
CUST01103,33,Female,63921,66,West,Phone Call,8,12,6
CUST01104,46,Female,35602,23,North,SMS,14,8,4
CUST01105,24,Male,46626,85,East,SMS,13,9,8
CUST01106,41,Female,46983,10,South,Social Media,14,17,9
CUST01107,24,Female,31445,38,West,SMS,1,10,4
CUST01108,28,Female,43701,59,North,SMS,3,12,4
CUST01109,54,Female,18875,68,North,Email,8,10,2
CUST01110,33,Female,78682,85,West,Social Media,5,10,6
CUST01111,37,Male,35938,43,West,SMS,8,14,5
CUST01112,43,Female,73791,12,South,Email,8,13,2
CUST01113,39,Female,50571,53,South,Phone Call,6,12,4
CUST01114,36,Male,58472,14,South,Email,13,9,4
CUST01115,38,Male,42668,52,South,Email,6,15,3
CUST01116,59,Female,53118,84,South,Email,7,14,10
CUST01117,34,Female,59757,72,South,Email,1,8,5
CUST01118,37,Male,59968,91,East,Email,9,8,5
CUST01119,45,Female,61621,61,East,Email,11,8,6
CUST01120,46,Female,44475,41,North,Phone Call,13,12,2
CUST01121,46,Female,42794,21,East,Phone Call,6,7,4
CUST01122,41,Male,26087,48,West,Social Media,14,8,0
CUST01123,23,Female,57848,56,West,Social Media,5,12,8
CUST01124,51,Female,66235,35,West,Phone Call,6,11,5
CUST01125,23,Male,74239,44,North,Phone Call,5,11,4
CUST01126,38,Female,54577,39,East,Social Media,10,6,5
CUST01127,27,Female,38502,15,West,Email,2,13,5
CUST01128,34,Female,24543,12,East,SMS,4,5,2
CUST01129,38,Female,65625,98,West,Email,2,9,5
CUST01130,38,Male,23055,8,South,Phone Call,5,7,4
CUST01131,39,Male,44890,94,East,Social Media,14,12,3
CUST01132,51,Female,46635,67,East,Social Media,2,9,2
CUST01133,39,Female,48958,94,West,Email,11,13,3
CUST01134,32,Female,50537,93,East,Social Media,1,13,3
CUST01135,44,Female,52072,1,South,Phone Call,10,10,7
CUST01136,46,Male,13769,80,West,Phone Call,12,9,4
CUST01137,22,Male,50219,42,South,SMS,3,10,3
CUST01138,40,Male,16556,31,West,Phone Call,8,9,3
CUST01139,42,Female,60983,74,East,SMS,0,4,5
CUST01140,32,Female,41673,30,West,SMS,7,12,8
CUST01141,48,Female,17644,43,North,Email,4,17,5
CUST01142,33,Male,37786,26,West,Social Media,1,9,3
CUST01143,36,Male,41448,12,East,Phone Call,13,15,4
CUST01144,33,Male,67860,59,South,Social Media,8,11,4
CUST01145,35,Male,52949,69,South,SMS,1,5,9
CUST01146,24,Male,55166,73,North,Phone Call,10,10,7
CUST01147,20,Female,67718,11,West,Social Media,10,8,2
CUST01148,50,Female,48557,47,West,Phone Call,2,11,8
CUST01149,26,Female,61312,23,South,Email,0,5,6
CUST01150,25,Male,60257,81,South,Phone Call,0,12,7
CUST01151,13,Female,30702,43,East,SMS,1,4,5
CUST01152,28,Female,72094,77,North,Phone Call,1,6,4
CUST01153,21,Male,28695,81,South,Email,13,12,5
CUST01154,51,Male,63760,87,West,Email,12,6,1
CUST01155,45,Male,27243,39,South,Social Media,5,14,6
CUST01156,28,Female,59018,73,East,Email,14,9,7
CUST01157,57,Male,77928,82,West,SMS,10,7,12
CUST01158,44,Female,46805,55,East,Email,7,9,10
CUST01159,31,Female,46154,18,East,Social Media,11,9,6
CUST01160,10,Male,59156,94,East,Email,3,7,2
CUST01161,57,Female,45059,42,North,Email,2,5,4
CUST01162,21,Male,77274,26,West,Phone Call,12,5,3
CUST01163,18,Male,52882,18,West,Social Media,13,11,2
CUST01164,45,Female,45197,85,East,Phone Call,1,6,2
CUST01165,59,Female,41895,41,North,Social Media,0,6,5
CUST01166,48,Female,36005,42,South,Social Media,7,10,5
CUST01167,40,Male,40583,33,West,Social Media,12,16,9
CUST01168,40,Female,44739,43,South,Social Media,6,10,6
CUST01169,43,Male,42685,14,West,Social Media,12,6,7
CUST01170,42,Male,40127,55,East,Social Media,14,11,4
CUST01171,37,Female,81482,58,West,Email,10,5,4
CUST01172,36,Female,34548,10,East,Email,1,12,6
CUST01173,34,Female,52199,28,West,Email,11,13,5
CUST01174,27,Female,58887,14,East,SMS,6,12,3
CUST01175,32,Male,59451,83,South,Social Media,11,11,10
CUST01176,18,Female,49120,26,South,Email,5,12,7
CUST01177,34,Male,46389,74,South,Social Media,7,9,3
CUST01178,25,Female,56773,17,West,Phone Call,14,8,7
CUST01179,23,Female,53997,34,North,SMS,5,9,4
CUST01180,36,Female,46115,14,South,Social Media,3,13,7
CUST01181,48,Male,26571,26,West,Email,12,10,6
CUST01182,44,Female,42981,34,East,SMS,13,10,13
CUST01183,19,Male,32801,83,North,Phone Call,7,9,4
CUST01184,25,Female,39992,24,North,Social Media,0,12,10
CUST01185,44,Female,50498,95,North,SMS,9,8,7
CUST01186,25,Male,55381,70,South,Social Media,0,11,2
CUST01187,32,Male,76706,20,South,SMS,3,11,6
CUST01188,40,Female,41938,39,South,Email,0,8,5
CUST01189,25,Female,61619,45,South,Social Media,4,3,4
CUST01190,36,Male,54589,34,East,Social Media,10,6,3
CUST01191,21,Female,69439,22,West,Social Media,8,18,7
CUST01192,28,Male,58643,71,North,Email,13,14,5
CUST01193,38,Female,34872,33,West,SMS,8,5,4
CUST01194,19,Male,24154,6,North,Email,8,15,6
CUST01195,39,Male,54668,16,North,Phone Call,5,8,1
CUST01196,34,Male,42073,72,North,Phone Call,11,11,2
CUST01197,40,Male,35295,23,North,Phone Call,0,10,3
CUST01198,37,Male,30986,18,East,SMS,9,9,7
CUST01199,48,Female,52414,14,East,Social Media,4,14,8
CUST01200,36,Female,72615,50,North,SMS,9,9,6
CUST01201,30,Female,43869,61,North,Phone Call,1,12,8
CUST01202,36,Female,58854,36,South,SMS,11,7,5
CUST01203,40,Female,48466,15,North,Social Media,0,9,2
CUST01204,35,Female,30659,5,West,Social Media,12,6,10
CUST01205,35,Female,61022,53,East,SMS,4,11,4
CUST01206,27,Female,33579,48,West,Phone Call,4,11,5
CUST01207,28,Female,50324,79,South,Social Media,0,11,3
CUST01208,20,Male,44877,11,East,Phone Call,12,8,8
CUST01209,52,Male,63396,2,South,Social Media,14,10,4
CUST01210,22,Female,34127,87,South,Phone Call,12,10,6
CUST01211,28,Male,55863,24,West,SMS,6,10,4
CUST01212,27,Female,37403,82,North,Email,2,10,4
CUST01213,43,Male,42333,68,East,Email,10,7,4
CUST01214,32,Male,-4528,79,East,Phone Call,12,5,6
CUST01215,47,Male,81381,12,North,Social Media,5,11,4
CUST01216,28,Female,58258,59,West,SMS,1,10,3
CUST01217,37,Female,38489,67,South,Social Media,13,9,5
CUST01218,26,Female,33130,32,West,Email,8,14,3
CUST01219,56,Female,42565,36,South,Email,1,8,5
CUST01220,23,Male,60753,21,East,SMS,1,11,3
CUST01221,38,Female,21618,70,North,Phone Call,0,8,5
CUST01222,41,Male,47876,66,North,SMS,0,12,7
CUST01223,39,Female,76559,9,East,Email,11,8,5
CUST01224,33,Male,32990,76,South,SMS,3,11,2
CUST01225,33,Male,51205,44,West,Email,6,8,7
CUST01226,35,Male,83049,59,South,Social Media,3,11,6
CUST01227,33,Male,59482,24,North,Email,4,17,2
CUST01228,44,Female,51888,63,West,Email,5,13,8
CUST01229,57,Female,57599,78,West,SMS,4,16,9
CUST01230,29,Male,43987,41,South,SMS,4,10,10
CUST01231,21,Female,69494,76,South,SMS,13,7,7
CUST01232,34,Female,44010,91,South,Social Media,3,10,4
CUST01233,60,Male,20612,74,West,SMS,13,10,6
CUST01234,26,Female,44130,2,East,Social Media,8,3,6
CUST01235,51,Female,35498,95,West,Phone Call,4,2,5
CUST01236,51,Female,45782,28,North,SMS,8,8,4
CUST01237,29,Male,46113,16,East,SMS,13,7,7
CUST01238,40,Female,67961,59,East,Phone Call,14,9,6
CUST01239,51,Male,60429,1,South,Phone Call,3,11,3
CUST01240,31,Male,53948,86,West,Phone Call,8,12,4
CUST01241,32,Male,49955,1,North,Email,4,10,5
CUST01242,29,Female,34117,31,West,Email,7,9,2
CUST01243,24,Female,17282,22,South,Email,0,7,4
CUST01244,28,Female,51697,98,West,Phone Call,14,12,4
CUST01245,22,Male,61919,76,North,Social Media,3,10,4
CUST01246,35,Female,48374,59,South,SMS,12,14,3
CUST01247,27,Male,41977,87,West,Email,14,6,2
CUST01248,37,Female,56967,28,North,Phone Call,12,3,6
CUST01249,19,Male,48750,76,North,SMS,3,9,8
CUST01250,38,Female,75286,27,South,Email,1,6,6
CUST01251,43,Female,68490,87,South,Phone Call,2,10,8
CUST01252,15,Female,64392,1,East,SMS,7,11,2
CUST01253,38,Male,61366,2,East,Email,11,15,7
CUST01254,47,Male,30647,95,North,Email,7,10,6
CUST01255,22,Female,59944,66,South,Email,13,15,6
CUST01256,51,Male,55644,49,South,Email,0,9,8
CUST01257,39,Male,59096,89,West,Email,1,9,4
CUST01258,27,Male,57389,19,West,Phone Call,3,11,4
CUST01259,34,Female,56791,28,West,SMS,10,10,4
CUST01260,40,Female,90512,70,West,Email,12,5,10
CUST01261,35,Female,48857,39,East,SMS,5,12,3
CUST01262,40,Male,64045,19,West,Email,2,7,2
CUST01263,25,Female,42935,64,South,Phone Call,6,11,8
CUST01264,36,Male,61859,58,North,Phone Call,2,3,10
CUST01265,20,Male,64089,17,North,SMS,7,11,4
CUST01266,33,Female,55466,70,North,Email,5,14,4
CUST01267,25,Female,75038,79,East,Phone Call,7,13,7
CUST01268,27,Female,36735,86,North,Email,6,7,4
CUST01269,47,Male,42691,41,East,Email,11,12,7
CUST01270,45,Male,53185,98,East,Social Media,4,9,3
CUST01271,41,Female,63212,5,North,Phone Call,4,7,3
CUST01272,24,Male,52691,23,East,SMS,2,13,3
CUST01273,31,Female,69286,69,West,SMS,3,9,5
CUST01274,47,Female,40074,10,West,Email,14,8,5
CUST01275,36,Female,32891,68,West,Email,7,8,6
CUST01276,58,Female,54621,12,East,Email,4,9,6
CUST01277,38,Female,48842,10,West,Social Media,12,13,2
CUST01278,36,Female,58142,60,North,Email,14,11,7
CUST01279,31,Male,49588,30,North,Email,8,10,4
CUST01280,36,Male,44899,24,East,SMS,2,8,2
CUST01281,33,Female,48875,69,East,Social Media,9,10,7
CUST01282,42,Female,50432,13,West,SMS,2,16,8
CUST01283,44,Male,45425,100,South,Social Media,7,9,6
CUST01284,27,Male,46953,9,North,Social Media,7,11,11
CUST01285,21,Female,43946,18,South,Phone Call,11,12,7
CUST01286,16,Female,62849,35,West,Phone Call,6,11,5
CUST01287,40,Male,52910,95,East,Phone Call,5,12,10
CUST01288,23,Female,83851,88,West,SMS,6,5,3
CUST01289,13,Male,52410,4,South,Phone Call,6,9,6
CUST01290,38,Female,41737,41,West,Phone Call,5,5,4
CUST01291,59,Male,90060,26,East,SMS,12,12,4
CUST01292,34,Female,56204,44,South,Social Media,12,18,6
CUST01293,43,Female,64851,42,West,Social Media,8,8,2
CUST01294,35,Female,58881,10,East,Email,4,9,7
CUST01295,34,Male,59345,73,West,Email,4,17,9
CUST01296,44,Female,58034,1,West,Phone Call,5,10,6
CUST01297,32,Male,33468,54,East,SMS,9,13,7
CUST01298,37,Male,55512,16,East,Social Media,10,9,5
CUST01299,38,Male,30127,46,West,SMS,12,8,3
CUST01300,28,Male,47384,13,North,Email,3,12,5
CUST01301,44,Female,39115,64,West,Phone Call,9,11,4
CUST01302,33,Female,55362,78,East,Email,9,12,6
CUST01303,27,Female,55011,87,North,Email,8,15,3
CUST01304,40,Male,57217,55,East,Social Media,11,15,5
CUST01305,26,Female,54309,63,West,SMS,1,6,5
CUST01306,35,Male,40897,18,South,Social Media,10,6,5
CUST01307,34,Male,46084,61,East,Social Media,11,8,2
CUST01308,45,Male,63805,92,East,Email,2,13,1
CUST01309,39,Female,66017,20,South,Phone Call,8,8,6
CUST01310,34,Male,32798,65,East,Email,0,14,5
CUST01311,43,Female,27036,64,East,SMS,4,16,7
CUST01312,48,Female,39096,76,East,Phone Call,2,9,2
CUST01313,40,Female,65678,91,South,Social Media,13,7,3
CUST01314,35,Male,68223,64,West,SMS,2,6,3
CUST01315,21,Female,36129,13,East,SMS,0,11,9
CUST01316,24,Male,54609,68,North,SMS,7,13,7
CUST01317,31,Male,77516,89,West,SMS,13,14,6
CUST01318,28,Male,56229,70,West,Email,2,10,5
CUST01319,33,Male,71322,57,North,SMS,3,5,1
CUST01320,35,Female,64980,45,North,Email,4,13,3
CUST01321,40,Female,36347,86,North,Phone Call,4,11,5
CUST01322,34,Female,47150,38,South,SMS,11,14,10
CUST01323,39,Female,50521,54,East,Email,1,7,3
CUST01324,35,Male,51562,36,West,SMS,6,12,5
CUST01325,15,Male,63744,67,North,Phone Call,5,11,4
CUST01326,25,Male,56130,79,East,Social Media,13,9,11
CUST01327,33,Male,5956,11,East,Phone Call,10,9,3
CUST01328,22,Female,30307,98,South,Social Media,6,5,2
CUST01329,40,Female,17189,27,West,Email,14,11,5
CUST01330,50,Male,52630,87,East,Phone Call,9,9,3
CUST01331,47,Male,53607,17,North,Email,9,10,6
CUST01332,32,Male,54248,87,North,Phone Call,2,11,5
CUST01333,49,Male,35616,98,South,SMS,7,9,2
CUST01334,36,Female,60112,85,North,Social Media,14,11,8
CUST01335,31,Male,60743,33,North,SMS,5,16,5
CUST01336,28,Female,31172,5,South,Email,6,9,4
CUST01337,31,Female,28009,81,South,SMS,8,8,3
CUST01338,31,Male,49998,62,North,Social Media,7,9,1
CUST01339,36,Male,76876,65,West,Social Media,7,10,2
CUST01340,36,Female,75496,71,West,Social Media,2,8,3
CUST01341,35,Female,58451,67,South,Social Media,0,20,8
CUST01342,39,Male,39050,90,West,Social Media,11,10,7
CUST01343,46,Female,63302,80,West,Email,0,10,4
CUST01344,44,Male,43213,80,West,SMS,9,14,7
CUST01345,20,Male,38487,44,South,Phone Call,1,11,7
CUST01346,9,Female,17840,14,West,SMS,7,8,3
CUST01347,44,Female,51535,90,North,SMS,9,5,6
CUST01348,21,Male,40551,91,North,Email,14,8,3
CUST01349,32,Male,51446,57,South,Email,5,5,5
CUST01350,23,Female,15509,48,West,Email,14,12,3
CUST01351,16,Female,52547,17,East,Email,5,10,2
CUST01352,40,Female,13533,44,East,SMS,0,15,9
CUST01353,42,Female,66319,4,North,Social Media,1,12,4
CUST01354,29,Male,57828,81,North,Social Media,4,9,5
CUST01355,9,Male,45820,97,East,Email,2,8,7
CUST01356,29,Male,58440,30,South,Phone Call,1,9,10
CUST01357,38,Female,35328,85,West,SMS,13,10,1
CUST01358,20,Female,51085,81,East,SMS,8,11,7
CUST01359,36,Male,61921,75,West,Phone Call,9,14,5
CUST01360,34,Female,3585,55,East,Email,6,9,5
CUST01361,40,Female,43291,30,North,SMS,0,12,10
CUST01362,36,Female,49660,18,West,Phone Call,14,12,4
CUST01363,25,Female,47055,84,South,Social Media,10,7,11
CUST01364,46,Female,71856,98,West,Phone Call,0,7,3
CUST01365,33,Female,33141,92,West,Phone Call,2,8,6
CUST01366,34,Male,40682,73,East,Email,9,12,1
CUST01367,25,Male,21261,44,South,SMS,14,12,7
CUST01368,30,Male,72654,62,North,Phone Call,5,5,4
CUST01369,26,Male,46305,31,West,SMS,12,12,6
CUST01370,33,Female,43423,16,West,SMS,1,9,7
CUST01371,52,Male,49212,95,East,Email,10,9,6
CUST01372,21,Male,59543,93,North,Social Media,7,8,2
CUST01373,18,Male,55210,77,East,SMS,13,7,2
CUST01374,49,Male,89718,23,South,Email,11,13,2
CUST01375,32,Female,56809,14,North,Email,3,9,3
CUST01376,28,Female,43021,2,South,Phone Call,7,6,3
CUST01377,45,Male,41579,12,East,SMS,11,17,4
CUST01378,28,Male,44108,58,North,Email,6,12,2
CUST01379,53,Female,27472,92,South,Social Media,1,12,3
CUST01380,41,Female,50597,96,South,Phone Call,8,7,4
CUST01381,30,Male,61752,56,East,Social Media,4,7,5
CUST01382,56,Female,40799,24,North,Email,5,9,4
CUST01383,28,Female,37889,37,South,Phone Call,12,9,0
CUST01384,42,Male,72739,29,West,SMS,13,14,0
CUST01385,37,Female,28602,42,North,Phone Call,14,9,9
CUST01386,48,Male,18982,18,North,Phone Call,1,10,6
CUST01387,50,Male,32706,3,West,Social Media,2,11,8
CUST01388,35,Female,26893,77,North,SMS,9,13,3
CUST01389,27,Female,55793,13,North,Email,11,11,5
CUST01390,39,Female,44589,29,West,Social Media,7,7,6
CUST01391,28,Female,46704,66,East,SMS,10,6,7
CUST01392,55,Female,67294,59,South,Email,4,6,2
CUST01393,36,Female,39629,92,West,Phone Call,9,15,2
CUST01394,31,Male,61626,48,North,SMS,0,7,8
CUST01395,36,Female,72669,4,South,Social Media,8,8,4
CUST01396,21,Male,43165,51,South,Email,14,5,3
CUST01397,25,Female,61055,5,South,Email,12,9,4
CUST01398,47,Female,46372,39,East,SMS,10,14,1
CUST01399,28,Female,63861,41,North,SMS,11,10,4
CUST01400,24,Female,26427,5,North,Phone Call,0,11,6
CUST01401,40,Female,25317,8,South,Email,8,7,8
CUST01402,46,Male,44130,98,South,Phone Call,9,9,3
CUST01403,42,Male,36666,56,East,Phone Call,5,9,5
CUST01404,44,Male,42249,25,East,Social Media,6,9,9
CUST01405,27,Female,46707,91,South,Social Media,12,6,2
CUST01406,20,Female,60800,52,North,SMS,0,8,4
CUST01407,50,Female,43885,52,West,SMS,9,11,7
CUST01408,31,Male,37642,7,East,SMS,10,11,6
CUST01409,32,Male,44727,61,North,Social Media,13,11,5
CUST01410,48,Female,38462,100,East,Phone Call,0,8,6
CUST01411,40,Male,35989,96,North,Phone Call,14,7,5
CUST01412,39,Female,25804,85,South,Social Media,4,7,7
CUST01413,56,Female,51042,47,East,SMS,1,13,4
CUST01414,28,Male,41469,82,West,SMS,10,10,7
CUST01415,44,Male,64494,66,South,Phone Call,9,5,3
CUST01416,35,Male,28289,59,East,Email,11,14,5
CUST01417,37,Male,41868,5,South,Email,4,12,1
CUST01418,50,Female,77193,44,West,Email,4,7,3
CUST01419,40,Female,35905,42,East,Email,5,9,7
CUST01420,40,Male,46452,61,East,SMS,8,7,5
CUST01421,45,Male,31762,63,East,Social Media,5,7,5
CUST01422,31,Male,29773,50,North,Social Media,9,9,7
CUST01423,26,Male,73209,38,North,Email,10,14,3
CUST01424,24,Female,52565,92,East,Social Media,0,9,5
CUST01425,15,Female,52005,95,South,Phone Call,4,11,7
CUST01426,55,Female,24555,54,South,Email,1,20,5
CUST01427,23,Female,55381,44,East,SMS,10,13,3
CUST01428,32,Female,67361,24,West,Email,13,10,1
CUST01429,32,Female,67242,63,West,Phone Call,7,12,1
CUST01430,38,Female,60024,97,West,Social Media,12,17,4
CUST01431,43,Male,33057,39,North,Social Media,6,10,5
CUST01432,43,Female,54696,12,North,Social Media,10,8,6
CUST01433,29,Male,60013,63,North,SMS,5,8,6
CUST01434,33,Male,23083,9,North,Email,1,12,3
CUST01435,37,Male,33180,79,South,SMS,2,13,3
CUST01436,32,Female,63322,87,East,Phone Call,8,11,7
CUST01437,51,Female,63140,22,East,SMS,8,11,5
CUST01438,39,Female,26771,36,East,Email,6,8,5
CUST01439,42,Female,61925,74,South,Social Media,1,12,3
CUST01440,41,Male,51429,28,West,Social Media,13,11,3
CUST01441,46,Female,61715,56,West,Social Media,12,10,5
CUST01442,36,Male,40482,99,North,Social Media,11,11,2
CUST01443,22,Female,59677,29,North,SMS,11,10,3
CUST01444,38,Female,62657,5,South,Email,11,11,4
CUST01445,28,Male,44729,4,South,Email,12,7,5
CUST01446,29,Male,50266,51,West,Email,6,9,2
CUST01447,40,Male,40272,15,East,SMS,0,8,6
CUST01448,47,Female,74774,94,East,Social Media,8,7,4
CUST01449,35,Female,48195,60,South,Social Media,13,8,11
CUST01450,38,Male,36169,26,South,Email,13,10,2
CUST01451,52,Female,39262,23,South,Social Media,8,8,6
CUST01452,37,Male,51901,29,North,SMS,5,6,4
CUST01453,61,Female,61299,86,East,Phone Call,9,13,8
CUST01454,40,Male,29962,99,South,Social Media,13,9,5
CUST01455,17,Male,77714,57,South,Phone Call,0,13,7
CUST01456,42,Female,54630,62,North,Phone Call,7,9,2
CUST01457,38,Male,56996,59,South,Phone Call,5,10,4
CUST01458,47,Female,48542,48,East,Social Media,8,8,4
CUST01459,41,Female,50288,82,North,Phone Call,8,6,5
CUST01460,33,Male,47775,35,South,Social Media,14,10,7
CUST01461,22,Male,65266,46,East,Email,6,12,3
CUST01462,32,Female,49881,33,East,SMS,3,8,6
CUST01463,26,Female,61505,71,North,Phone Call,10,12,5
CUST01464,29,Male,43492,98,East,Phone Call,0,11,6
CUST01465,40,Male,52934,10,North,Email,2,14,3
CUST01466,51,Male,37941,88,East,SMS,5,12,6
CUST01467,38,Female,68247,89,South,Email,14,11,5
CUST01468,23,Female,37493,48,North,SMS,0,12,4
CUST01469,39,Female,45125,44,East,Phone Call,3,5,5
CUST01470,46,Male,45275,91,North,SMS,7,9,8
CUST01471,28,Male,44690,70,East,Email,11,10,3
CUST01472,33,Female,60837,63,North,Phone Call,7,12,5
CUST01473,35,Female,45250,49,South,Email,5,12,3
CUST01474,27,Male,70908,72,North,Phone Call,13,12,7
CUST01475,41,Female,37722,85,North,Social Media,5,9,7
CUST01476,33,Male,52540,41,South,Phone Call,2,15,5
CUST01477,39,Male,38363,83,East,SMS,6,11,2
CUST01478,26,Male,56314,98,West,SMS,14,11,5
CUST01479,30,Female,49760,39,South,SMS,11,9,3
CUST01480,42,Female,47674,23,North,SMS,7,13,3
CUST01481,31,Male,67827,13,South,SMS,14,13,6
CUST01482,52,Male,40184,53,South,Social Media,1,12,1
CUST01483,31,Female,58797,92,North,Phone Call,12,8,6
CUST01484,37,Male,38465,70,North,Phone Call,14,7,6
CUST01485,44,Female,51690,57,West,Social Media,4,9,6
CUST01486,20,Female,32066,76,South,Social Media,5,11,8
CUST01487,17,Female,40062,67,North,SMS,0,4,7
CUST01488,19,Male,48767,48,East,Email,11,13,6
CUST01489,47,Male,77219,20,East,Email,4,15,3
CUST01490,29,Male,51512,62,East,SMS,2,10,6
CUST01491,60,Male,74820,45,East,Social Media,2,6,4
CUST01492,29,Female,53304,63,South,Phone Call,5,13,5
CUST01493,36,Male,44193,8,South,Email,10,11,4
CUST01494,50,Female,73090,26,West,Email,0,7,6
CUST01495,55,Male,56555,38,South,Social Media,4,9,3
CUST01496,55,Male,40359,92,North,SMS,4,11,3
CUST01497,47,Male,57058,99,West,Phone Call,4,13,4
CUST01498,45,Male,45611,41,South,SMS,2,13,6
CUST01499,40,Male,20164,2,South,SMS,5,6,4
CUST01500,42,Female,64039,7,North,SMS,10,6,5
CUST01501,29,Male,66424,25,North,SMS,0,9,9
CUST01502,26,Male,77569,51,North,Email,13,8,6
CUST01503,34,Male,56332,50,East,Social Media,9,11,5
CUST01504,33,Male,46269,96,South,Phone Call,12,8,6
CUST01505,30,Male,62524,64,South,Email,0,10,3
CUST01506,41,Female,62747,12,South,Phone Call,10,8,7
CUST01507,44,Male,74574,53,West,Phone Call,1,7,5
CUST01508,35,Female,49330,75,West,Email,3,18,6
CUST01509,49,Male,47516,10,West,Email,9,5,2
CUST01510,23,Female,39266,61,West,Phone Call,14,9,2
CUST01511,33,Male,58061,55,West,Phone Call,8,10,2
CUST01512,27,Male,26776,99,North,Social Media,9,7,6
CUST01513,16,Female,61641,68,West,Email,7,10,8
CUST01514,34,Male,58817,42,South,Email,10,10,6
CUST01515,33,Female,58776,66,East,Phone Call,9,12,3
CUST01516,50,Male,52073,44,South,Phone Call,10,12,7
CUST01517,41,Female,72994,28,South,SMS,1,6,6
CUST01518,24,Female,63079,78,North,Phone Call,0,8,5
CUST01519,53,Female,40893,58,East,Phone Call,3,8,4
CUST01520,47,Male,41162,93,South,Social Media,4,13,9
CUST01521,40,Female,36804,2,North,Phone Call,1,8,4
CUST01522,32,Male,58269,55,East,SMS,11,13,7
CUST01523,25,Female,34997,34,East,SMS,9,15,7
CUST01524,31,Female,66250,97,North,Email,5,11,7
CUST01525,45,Female,69844,20,West,SMS,7,12,2
CUST01526,53,Male,36814,47,North,Email,11,8,6
CUST01527,50,Male,47216,94,North,Phone Call,10,10,2
CUST01528,30,Male,50249,26,West,SMS,11,11,3
CUST01529,23,Female,63259,84,North,Social Media,4,15,3
CUST01530,36,Male,74140,1,North,Social Media,3,8,3
CUST01531,17,Male,24717,65,North,SMS,6,9,5
CUST01532,38,Female,45227,89,South,Email,12,14,6
CUST01533,33,Female,46009,97,North,Email,4,10,5
CUST01534,30,Male,28989,87,North,Email,11,13,4
CUST01535,19,Male,42723,75,East,SMS,7,12,4
CUST01536,40,Male,56416,15,East,Phone Call,6,5,5
CUST01537,29,Female,45819,14,East,Phone Call,4,10,6
CUST01538,23,Female,26830,55,North,Phone Call,12,7,6
CUST01539,6,Female,93111,1,West,Email,13,10,4
CUST01540,34,Female,53992,33,North,SMS,10,10,6
CUST01541,52,Female,51675,70,South,Social Media,14,10,5
CUST01542,51,Male,33531,56,South,Phone Call,7,7,5
CUST01543,30,Male,53910,23,South,Phone Call,0,16,4
CUST01544,28,Male,47536,54,South,Email,7,12,4
CUST01545,39,Female,21672,90,North,Phone Call,2,12,3
CUST01546,25,Female,33946,3,East,SMS,0,10,6
CUST01547,38,Male,61923,46,North,Phone Call,8,5,11
CUST01548,42,Male,79160,6,North,Email,10,13,5
CUST01549,47,Male,55507,25,North,SMS,12,7,3
CUST01550,33,Female,66546,17,North,Email,5,13,7
CUST01551,32,Female,47663,28,West,Social Media,14,11,7
CUST01552,26,Female,48701,32,East,Phone Call,10,8,3
CUST01553,26,Female,66364,93,East,SMS,12,3,4
CUST01554,32,Female,74941,23,South,SMS,10,10,6
CUST01555,38,Male,69516,16,North,Phone Call,7,7,7
CUST01556,44,Male,34004,96,South,Social Media,10,11,2
CUST01557,26,Female,48995,26,East,Social Media,13,14,10
CUST01558,49,Female,54162,33,East,Phone Call,9,10,4
CUST01559,32,Male,46104,58,South,Phone Call,11,14,4
CUST01560,34,Female,55817,48,East,Phone Call,10,8,2
CUST01561,27,Female,62308,83,East,Email,3,10,4
CUST01562,10,Male,65042,55,West,SMS,12,5,4
CUST01563,43,Female,75288,41,North,SMS,1,13,5
CUST01564,42,Female,45058,62,North,Phone Call,5,8,5
CUST01565,32,Male,29539,17,East,Email,1,9,5
CUST01566,35,Female,55373,59,East,Email,0,19,4
CUST01567,40,Female,78257,14,West,SMS,14,13,3
CUST01568,19,Male,42845,82,South,Social Media,6,17,4
CUST01569,29,Male,60302,21,West,Phone Call,13,12,5
CUST01570,42,Female,60436,63,West,Phone Call,6,7,6
CUST01571,22,Male,52871,46,South,Email,5,4,4
CUST01572,37,Male,50103,55,East,SMS,11,7,7
CUST01573,21,Female,36148,62,North,Email,1,11,6
CUST01574,39,Male,15775,39,West,Social Media,4,13,2
CUST01575,34,Female,33322,42,West,SMS,0,10,2
CUST01576,18,Male,44145,48,North,Phone Call,1,11,4
CUST01577,46,Male,66461,28,West,SMS,12,10,5
CUST01578,27,Female,48453,84,South,SMS,11,17,5
CUST01579,26,Female,42214,6,North,Phone Call,4,15,3
CUST01580,37,Female,36635,59,North,Social Media,4,9,8
CUST01581,46,Male,59852,90,South,Email,6,6,4
CUST01582,24,Female,70375,70,South,Social Media,14,8,9
CUST01583,35,Female,65951,39,North,Social Media,4,6,1
CUST01584,39,Male,59092,57,South,Social Media,10,6,2
CUST01585,41,Male,27865,54,West,SMS,5,13,1
